ibge7;Município;2010;2012;2014;2016;2018
3138625;Limeira do Oeste;0,703;0,684;0,714;0,768;0,749
3138658;Lontra;0,839;0,848;0,761;0,772;0,781
3138674;Luisburgo;0,778;0,862;0,848;0,831;0,856
3138682;Luislândia;0,743;0,694;0,739;0,758;0,693
3138708;Luminárias;0,697;0,731;0,759;0,648;0,589
3138807;Luz;0,712;0,696;0,766;0,753;0,706
3139003;Machado;0,627;0,671;0,672;0,704;0,581
3139102;Madre de Deus de Minas;0,746;0,707;0,705;0,788;0,717
3139201;Malacacheta;0,514;0,634;0,667;0,753;0,683
3139250;Mamonas;0,745;0,696;0,777;0,842;0,844
3139300;Manga;0,689;0,732;0,792;0,774;0,670
3139409;Manhuaçu;0,710;0,711;0,710;0,735;0,704
3139508;Manhumirim;0,724;0,660;0,625;0,701;0,684
3139607;Mantena;0,745;0,774;0,703;0,686;0,690
3139805;Mar de Espanha;0,734;0,654;0,777;0,748;0,699
3139706;Maravilhas;0,758;0,830;0,793;0,673;0,693
3139904;Maria da Fé;0,716;0,788;0,773;0,791;0,769
3140001;Mariana;0,628;0,672;0,676;0,720;0,629
3140100;Marilac;0,622;0,724;0,689;0,721;0,662
3140159;Mário Campos;0,581;0,579;0,658;0,797;0,823
3140209;Maripá de Minas;0,840;0,811;0,852;0,750;0,616
3140308;Marliéria;0,836;0,803;0,651;0,649;0,760
3140407;Marmelópolis;0,736;0,790;0,821;0,819;0,821
3140506;Martinho Campos;0,611;0,749;0,748;0,713;0,722
3140530;Martins Soares;0,737;0,697;0,746;0,634;0,618
3140555;Mata Verde;0,713;0,629;0,562;0,716;0,760
3140605;Materlândia;0,749;0,731;0,810;0,827;0,792
3140704;Mateus Leme;0,692;0,765;0,719;0,717;0,654
3171501;Mathias Lobato;0,734;0,746;0,678;0,638;0,614
3140803;Matias Barbosa;0,816;0,788;0,822;0,810;0,713
3140852;Matias Cardoso;0,750;0,813;0,791;0,767;0,794
3140902;Matipó;0,675;0,701;0,684;0,582;0,617
3141009;Mato Verde;0,792;0,793;0,749;0,716;0,694
3141108;Matozinhos;0,766;0,731;0,737;0,671;0,566
3141207;Matutina;0,655;0,663;0,778;0,752;0,806
3138906;Maxacalis;0,653;0,762;0,755;0,747;0,699
3141306;Medeiros;0,726;0,832;0,913;0,830;0,820
3141405;Medina;0,652;0,672;0,658;0,684;0,590
3141504;Mendes Pimentel;0,701;0,661;0,717;0,717;0,691
3141603;Mercês;0,636;0,739;0,740;0,720;0,663
3141702;Mesquita;0,790;0,788;0,885;0,811;0,818
3141801;Minas Novas;0,541;0,561;0,663;0,654;0,609
3141900;Minduri;0,821;0,804;0,763;0,756;0,778
3142007;Mirabela;0,740;0,750;0,753;0,660;0,649
3142106;Miradouro;0,679;0,702;0,781;0,745;0,768
3142205;Miraí;0,678;0,679;0,715;0,654;0,698
3142254;Miravânia;0,623;0,618;0,746;0,650;0,551
3142304;Moeda;0,819;0,852;0,810;0,814;0,757
3142403;Moema;0,711;0,759;0,814;0,704;0,636
3142502;Monjolos;0,822;0,808;0,834;0,852;0,831
3142601;Monsenhor Paulo;0,738;0,720;0,657;0,700;0,768
3142700;Montalvânia;0,596;0,628;0,669;0,692;0,664
3142809;Monte Alegre de Minas;0,754;0,780;0,795;0,730;0,711
3142908;Monte Azul;0,739;0,771;0,839;0,727;0,678
3143005;Monte Belo;0,670;0,619;0,624;0,626;0,679
3143104;Monte Carmelo;0,640;0,676;0,675;0,707;0,649
3143153;Monte Formoso;0,732;0,650;0,796;0,758;0,746
3143203;Monte Santo de Minas;0,784;0,790;0,845;0,833;0,835
3143401;Monte Sião;0,734;0,811;0,746;0,787;0,661
3143302;Montes Claros;0,619;0,642;0,671;0,685;0,666
3143450;Montezuma;0,705;0,777;0,779;0,819;0,872
3143500;Morada Nova de Minas;0,790;0,769;0,770;0,686;0,608
3143609;Morro da Garça;0,735;0,742;0,801;0,812;0,791
3143708;Morro do Pilar;0,701;0,890;0,801;0,611;0,538
3143807;Munhoz;0,672;0,776;0,745;0,797;0,731
3143906;Muriaé;0,728;0,792;0,724;0,633;0,616
3144003;Mutum;0,603;0,594;0,761;0,654;0,662
3144102;Muzambinho;0,788;0,772;0,776;0,776;0,716
3144201;Nacip Raydan;0,814;0,842;0,892;0,850;0,768
3144300;Nanuque;0,645;0,669;0,758;0,636;0,597
3144359;Naque;0,672;0,821;0,801;0,762;0,750
3144375;Natalândia;0,817;0,765;0,828;0,902;0,756
3144409;Natércia;0,758;0,864;0,913;0,852;0,755
3144508;Nazareno;0,760;0,677;0,679;0,727;0,725
3144607;Nepomuceno;0,724;0,728;0,678;0,632;0,568
3144656;Ninheira;0,703;0,792;0,762;0,773;0,803
3144672;Nova Belém;0,745;0,756;0,784;0,801;0,780
3144706;Nova Era;0,613;0,652;0,678;0,721;0,560
3144805;Nova Lima;0,608;0,681;0,772;0,784;0,659
3144904;Nova Módica;0,684;0,724;0,864;0,746;0,682
3145000;Nova Ponte;0,768;0,850;0,831;0,807;0,735
3145059;Nova Porteirinha;0,730;0,839;0,861;0,716;0,661
3145109;Nova Resende;0,838;0,878;0,880;0,846;0,832
3145208;Nova Serrana;0,701;0,754;0,721;0,697;0,720
3136603;Nova União;0,731;0,819;0,836;0,821;0,782
3145307;Novo Cruzeiro;0,602;0,609;0,600;0,657;0,685
3145356;Novo Oriente de Minas;0,710;0,648;0,678;0,738;0,667
3145372;Novorizonte;0,733;0,665;0,723;0,681;0,653
3145406;Olaria;0,576;0,813;0,901;0,867;0,807
3145455;Olhos D' Água;0,651;0,680;0,705;0,734;0,750
3145505;Olímpio Noronha;0,825;0,843;0,842;0,826;0,821
3145604;Oliveira;0,713;0,839;0,731;0,712;0,729
3145703;Oliveira Fortes;0,785;0,750;0,864;0,802;0,792
3145802;Onça do Pitangui;0,674;0,746;0,783;0,788;0,809
3145851;Oratórios;0,815;0,777;0,762;0,707;0,849
3145877;Orizânia;0,605;0,702;0,837;0,790;0,766
3145901;Ouro Branco;0,763;0,749;0,806;0,755;0,650
3146008;Ouro Fino;0,581;0,678;0,658;0,647;0,503
3146107;Ouro Preto;0,731;0,758;0,698;0,690;0,637
3146206;Ouro Verde de Minas;0,512;0,539;0,649;0,746;0,674
3146255;Padre Carvalho;0,650;0,680;0,820;0,826;0,662
3146305;Padre Paraíso;0,613;0,631;0,640;0,699;0,658
3146552;Pai Pedro;0,708;0,755;0,791;0,763;0,758
3146404;Paineiras;0,628;0,715;0,814;0,776;0,717
3146503;Pains;0,808;0,883;0,791;0,781;0,730
3146602;Paiva;0,752;0,926;0,940;0,716;0,662
3146701;Palma;0,707;0,779;0,676;0,483;0,457
3146750;Palmópolis;0,692;0,700;0,747;0,754;0,645
3146909;Papagaios;0,707;0,755;0,723;0,771;0,697
3147105;Pará de Minas;0,689;0,669;0,743;0,669;0,668
3147006;Paracatu;0,671;0,697;0,643;0,721;0,606
3147204;Paraguaçu;0,743;0,736;0,781;0,771;0,795
3147303;Paraisópolis;0,673;0,705;0,729;0,634;0,620
3147402;Paraopeba;0,649;0,729;0,685;0,719;0,624
3147600;Passa Quatro;0,749;0,786;0,849;0,785;0,699
3147709;Passa Tempo;0,742;0,768;0,810;0,686;0,633
3147808;Passa Vinte;0,886;0,763;0,839;0,743;0,782
3147501;Passabém;0,676;0,739;0,815;0,726;0,764
3147907;Passos;0,723;0,736;0,656;0,650;0,580
3147956;Patis;0,627;0,770;0,706;0,782;0,718
3148004;Patos de Minas;0,765;0,787;0,718;0,665;0,672
3148103;Patrocínio;0,766;0,793;0,802;0,811;0,701
3148202;Patrocínio do Muriaé;0,696;0,840;0,714;0,829;0,785
3148301;Paula Cândido;0,657;0,740;0,829;0,712;0,764
3148400;Paulistas;0,623;0,658;0,707;0,728;0,711
3148509;Pavão;0,635;0,677;0,694;0,662;0,619
3148608;Peçanha;0,641;0,618;0,726;0,717;0,597
3148707;Pedra Azul;0,581;0,675;0,631;0,707;0,637
3148756;Pedra Bonita;0,739;0,817;0,786;0,755;0,726
3148806;Pedra do Anta;0,680;0,835;0,892;0,717;0,617
3148905;Pedra do Indaiá;0,749;0,779;0,780;0,759;0,774
3149002;Pedra Dourada;0,830;0,916;0,868;0,830;0,649
3149101;Pedralva;0,670;0,808;0,799;0,723;0,741
3149150;Pedras de Maria da Cruz;0,694;0,693;0,760;0,701;0,590
3149200;Pedrinópolis;0,766;0,838;0,869;0,757;0,699
3149309;Pedro Leopoldo;0,735;0,707;0,657;0,664;0,526
3149408;Pedro Teixeira;0,784;0,751;0,819;0,849;0,777
3149507;Pequeri;0,747;0,896;0,814;0,700;0,691
3149606;Pequi;0,798;0,695;0,787;0,748;0,779
3149705;Perdigão;0,752;0,868;0,816;0,858;0,852
3149804;Perdizes;0,685;0,741;0,762;0,725;0,664
3149903;Perdões;0,771;0,755;0,832;0,796;0,784
3149952;Periquito;0,603;0,653;0,769;0,681;0,542
3150000;Pescador;0,660;0,825;0,858;0,819;0,781
3150109;Piau;0,889;0,766;0,734;0,688;0,762
3150158;Piedade de Caratinga;0,775;0,836;0,753;0,790;0,658
3150208;Piedade de Ponte Nova;0,699;0,632;0,752;0,659;0,756
3150307;Piedade do Rio Grande;0,760;0,751;0,709;0,698;0,632
3150406;Piedade dos Gerais;0,795;0,890;0,880;0,833;0,771
3150505;Pimenta;0,770;0,812;0,797;0,708;0,713
3150539;Pingo D' Água;0,824;0,868;0,866;0,687;0,662
3150570;Pintópolis;0,737;0,694;0,769;0,829;0,799
3150604;Piracema;0,758;0,897;0,815;0,700;0,794
3150703;Pirajuba;0,730;0,715;0,750;0,689;0,676
3150802;Piranga;0,705;0,650;0,659;0,703;0,692
3150901;Piranguçu;0,734;0,785;0,781;0,654;0,638
3151008;Piranguinho;0,816;0,905;0,823;0,807;0,729
3151107;Pirapetinga;0,723;0,770;0,715;0,608;0,635
3151206;Pirapora;0,713;0,674;0,669;0,652;0,642
3151305;Piraúba;0,770;0,804;0,694;0,788;0,717
3151404;Pitangui;0,666;0,739;0,687;0,569;0,563
3151503;Piumhi;0,730;0,734;0,799;0,772;0,768
3151602;Planura;0,734;0,701;0,750;0,706;0,677
3151701;Poço Fundo;0,799;0,776;0,724;0,779;0,753
3151800;Poços de Caldas;0,681;0,690;0,709;0,679;0,625
3151909;Pocrane;0,791;0,854;0,888;0,803;0,713
3152006;Pompéu;0,642;0,740;0,702;0,704;0,638
3152105;Ponte Nova;0,718;0,690;0,627;0,631;0,629
3152131;Ponto Chique;0,792;0,749;0,774;0,756;0,788
3152170;Ponto dos Volantes;0,606;0,578;0,535;0,713;0,732
3152204;Porteirinha;0,718;0,741;0,698;0,662;0,637
3152303;Porto Firme;0,722;0,848;0,847;0,797;0,788
3152402;Poté;0,659;0,711;0,659;0,686;0,625
3152501;Pouso Alegre;0,728;0,718;0,698;0,695;0,623
3152600;Pouso Alto;0,710;0,665;0,806;0,845;0,783
3152709;Prados;0,782;0,761;0,706;0,698;0,725
3152808;Prata;0,692;0,734;0,790;0,822;0,773
3152907;Pratápolis;0,719;0,796;0,752;0,571;0,597
3153004;Pratinha;0,625;0,674;0,782;0,752;0,732
3153103;Presidente Bernardes;0,789;0,875;0,830;0,804;0,731
3153202;Presidente Juscelino;0,694;0,776;0,864;0,656;0,794
3153301;Presidente Kubitschek;0,699;0,681;0,712;0,695;0,654
3153400;Presidente Olegário;0,778;0,780;0,823;0,812;0,753
3153608;Prudente de Morais;0,739;0,744;0,786;0,743;0,783
3153707;Quartel Geral;0,646;0,707;0,651;0,738;0,710
3153806;Queluzito;0,710;0,844;0,855;0,787;0,766
3153905;Raposos;0,559;0,680;0,705;0,588;0,507
3154002;Raul Soares;0,669;0,716;0,796;0,728;0,743
3154101;Recreio;0,741;0,783;0,692;0,589;0,609
3154150;Reduto;0,646;0,636;0,748;0,582;0,659
3154200;Resende Costa;0,667;0,583;0,633;0,596;0,519
3154309;Resplendor;0,679;0,707;0,697;0,669;0,611
3154408;Ressaquinha;0,690;0,778;0,827;0,716;0,684
3154457;Riachinho;0,740;0,844;0,858;0,811;0,762
3154507;Riacho dos Machados;0,730;0,732;0,696;0,700;0,533
3154606;Ribeirão das Neves;0,659;0,667;0,676;0,621;0,540
3154705;Ribeirão Vermelho;0,746;0,687;0,747;0,741;0,634
3154804;Rio Acima;0,743;0,843;0,846;0,860;0,813
3154903;Rio Casca;0,667;0,751;0,801;0,761;0,692
3155108;Rio do Prado;0,756;0,774;0,777;0,802;0,808
3155009;Rio Doce;0,822;0,923;0,739;0,746;0,755
3155207;Rio Espera;0,625;0,642;0,741;0,749;0,732
3155306;Rio Manso;0,772;0,835;0,861;0,803;0,628
3155405;Rio Novo;0,715;0,699;0,804;0,780;0,811
3155504;Rio Paranaíba;0,674;0,787;0,799;0,831;0,730
3155603;Rio Pardo de Minas;0,688;0,659;0,716;0,774;0,698
3155702;Rio Piracicaba;0,591;0,623;0,590;0,678;0,587
3155801;Rio Pomba;0,741;0,756;0,702;0,723;0,732
3155900;Rio Preto;0,651;0,793;0,737;0,711;0,646
3156007;Rio Vermelho;0,528;0,543;0,644;0,704;0,551
3156106;Ritápolis;0,582;0,761;0,729;0,684;0,641
3156205;Rochedo de Minas;0,681;0,780;0,619;0,565;0,751
3156304;Rodeiro;0,705;0,687;0,735;0,771;0,762
3156403;Romaria;0,730;0,674;0,664;0,745;0,740
3156452;Rosário da Limeira;0,828;0,826;0,824;0,711;0,763
3156502;Rubelita;0,659;0,706;0,683;0,669;0,612
3156601;Rubim;0,614;0,573;0,668;0,787;0,755
3156700;Sabará;0,648;0,629;0,593;0,664;0,529
3156809;Sabinópolis;0,607;0,604;0,769;0,805;0,732
3156908;Sacramento;0,767;0,759;0,736;0,805;0,739
3157005;Salinas;0,687;0,714;0,738;0,690;0,654
3157104;Salto da Divisa;0,547;0,655;0,646;0,639;0,525
3157203;Santa Bárbara;0,767;0,791;0,769;0,783;0,682
3157252;Santa Bárbara do Leste;0,775;0,880;0,904;0,771;0,813
3157278;Santa Bárbara do Monte Verde;0,711;0,857;0,791;0,807;0,767
3157302;Santa Bárbara do Tugúrio;0,689;0,791;0,868;0,778;0,712
3157336;Santa Cruz de Minas;0,656;0,540;0,559;0,627;0,653
3157377;Santa Cruz de Salinas;0,760;0,769;0,838;0,697;0,688
3157401;Santa Cruz do Escalvado;0,778;0,810;0,896;0,863;0,805
3157500;Santa Efigênia de Minas;0,735;0,668;0,858;0,813;0,722
3157609;Santa Fé de Minas;0,827;0,821;0,759;0,806;0,812
3157658;Santa Helena de Minas;0,579;0,634;0,705;0,682;0,559
3157708;Santa Juliana;0,715;0,756;0,664;0,644;0,644
3157807;Santa Luzia;0,671;0,589;0,606;0,662;0,541
3157906;Santa Margarida;0,773;0,861;0,898;0,855;0,799
3158003;Santa Maria de Itabira;0,771;0,786;0,754;0,644;0,645
3158102;Santa Maria do Salto;0,658;0,541;0,759;0,836;0,800
3158201;Santa Maria do Suaçuí;0,497;0,450;0,427;0,535;0,470
3159209;Santa Rita de Caldas;0,832;0,839;0,862;0,846;0,845
3159308;Santa Rita de Jacutinga;0,788;0,761;0,772;0,743;0,703
3159357;Santa Rita de Minas;0,675;0,663;0,656;0,621;0,663
3159407;Santa Rita do Ibitipoca;0,732;0,799;0,827;0,798;0,766
3159506;Santa Rita do Itueto;0,703;0,752;0,808;0,787;0,773
3159605;Santa Rita do Sapucaí;0,741;0,801;0,793;0,794;0,711
3159704;Santa Rosa da Serra;0,711;0,843;0,911;0,818;0,796
3159803;Santa Vitória;0,789;0,778;0,781;0,764;0,697
3158300;Santana da Vargem;0,788;0,825;0,810;0,825;0,808
3158409;Santana de Cataguases;0,648;0,656;0,787;0,700;0,706
3158508;Santana de Pirapama;0,739;0,699;0,762;0,785;0,788
3158607;Santana do Deserto;0,792;0,902;0,891;0,886;0,788
3158706;Santana do Garambéu;0,593;0,694;0,773;0,824;0,831
3158805;Santana do Jacaré;0,670;0,692;0,763;0,759;0,739
3158904;Santana do Manhuaçu;0,688;0,690;0,558;0,638;0,789
3158953;Santana do paraíso;0,625;0,623;0,777;0,764;0,656
3159001;Santana do Riacho;0,810;0,747;0,806;0,715;0,738
3159100;Santana dos Montes;0,596;0,604;0,579;0,722;0,705
3159902;Santo Antônio do Amparo;0,733;0,792;0,751;0,743;0,761
3160009;Santo Antônio do Aventureiro;0,763;0,747;0,841;0,746;0,732
3160108;Santo Antônio do Grama;0,740;0,592;0,720;0,778;0,766
3160207;Santo Antônio do Itambé;0,717;0,686;0,672;0,772;0,805
3160306;Santo Antônio do Jacinto;0,796;0,776;0,792;0,790;0,733
3160405;Santo Antônio do Monte;0,699;0,828;0,863;0,738;0,679
3160454;Santo Antônio do Retiro;0,704;0,680;0,809;0,724;0,745
3160504;Santo Antônio do Rio Abaixo;0,715;0,712;0,698;0,715;0,811
3160603;Santo Hipólito;0,818;0,835;0,783;0,747;0,642
3160702;Santos Dumont;0,645;0,633;0,615;0,608;0,627
3160801;São Bento Abade;0,796;0,795;0,823;0,822;0,759
3160900;São Brás do Suaçuí;0,830;0,771;0,815;0,818;0,663
3160959;São Domingos das Dores;0,769;0,793;0,814;0,740;0,761
3161007;São Domingos do Prata;0,761;0,760;0,784;0,713;0,640
3161056;São Félix de Minas;0,720;0,717;0,852;0,618;0,702
3161106;São Francisco;0,569;0,563;0,604;0,676;0,600
3161205;São Francisco de Paula;0,597;0,754;0,882;0,869;0,823
3161304;São Francisco de Sales;0,757;0,778;0,702;0,751;0,691
3161403;São Francisco do Glória;0,757;0,725;0,750;0,713;0,638
3161502;São Geraldo;0,648;0,736;0,738;0,703;0,615
3161601;São Geraldo da Piedade;0,693;0,770;0,848;0,789;0,807
3161650;São Geraldo do Baixio;0,776;0,654;0,691;0,783;0,787
3161700;São Gonçalo do Abaeté;0,722;0,638;0,764;0,804;0,740
3161809;São Gonçalo do Pará;0,848;0,737;0,802;0,790;0,703
3161908;São Gonçalo do Rio Abaixo;0,741;0,709;0,909;0,838;0,726
3125507;São Gonçalo do Rio Preto;0,670;0,577;0,844;0,737;0,812
3162005;São Gonçalo do Sapucaí;0,612;0,679;0,640;0,637;0,547
3162104;São Gotardo;0,737;0,749;0,714;0,796;0,695
3162203;São João Batista do Glória;0,816;0,907;0,882;0,806;0,780
3162252;São João da Lagoa;0,688;0,676;0,785;0,715;0,726
3162302;São João da Mata;0,742;0,845;0,853;0,800;0,743
3162401;São João da Ponte;0,729;0,679;0,697;0,622;0,731
3162450;São João das Missões;0,638;0,672;0,669;0,777;0,667
3162500;São João Del Rei;0,609;0,570;0,595;0,568;0,478
3162559;São João do Manhuaçu;0,667;0,805;0,800;0,741;0,751
3162575;São João do Manteninha;0,847;0,817;0,721;0,647;0,616
3162609;São João do Oriente;0,675;0,639;0,784;0,626;0,613
3162658;São João do Pacuí;0,719;0,625;0,692;0,757;0,774
3162708;São João do Paraíso;0,678;0,759;0,701;0,714;0,701
3162807;São João Evangelista;0,678;0,617;0,674;0,720;0,590
3162906;São João Nepomuceno;0,685;0,668;0,673;0,655;0,596
3162922;São Joaquim de Bicas;0,686;0,730;0,713;0,710;0,639
3162948;São José da Barra;0,836;0,856;0,868;0,876;0,829
3162955;São José da Lapa;0,672;0,709;0,777;0,742;0,717
3163003;São José da Safira;0,677;0,652;0,825;0,841;0,754
3163102;São José da Varginha;0,596;0,695;0,755;0,719;0,648
3163201;São José do Alegre;0,727;0,850;0,789;0,646;0,640
3163300;São José do Divino;0,697;0,780;0,824;0,831;0,782
3163409;São José do Goiabal;0,716;0,812;0,692;0,677;0,663
3163508;São José do Jacuri;0,605;0,662;0,702;0,734;0,750
3163607;São José do Mantimento;0,775;0,892;0,893;0,862;0,755
3163706;São Lourenço;0,774;0,773;0,717;0,630;0,641
3163805;São Miguel do Anta;0,726;0,887;0,836;0,673;0,730
3163904;São Pedro da União;0,824;0,806;0,857;0,674;0,719
3164100;São Pedro do Suaçuí;0,734;0,637;0,763;0,639;0,609
3164001;São Pedro dos Ferros;0,726;0,766;0,804;0,696;0,754
3164209;São Romão;0,756;0,758;0,726;0,764;0,670
3164308;São Roque de Minas;0,748;0,572;0,650;0,684;0,728
3164407;São Sebastião da Bela Vista;0,810;0,841;0,822;0,862;0,849
3164431;São Sebastião da Vargem Alegre;0,835;0,794;0,832;0,827;0,840
3164472;São Sebastião do Anta;0,762;0,819;0,818;0,778;0,775
3164506;São Sebastião do Maranhão;0,448;0,525;0,506;0,628;0,570
3164605;São Sebastião do Oeste;0,815;0,845;0,889;0,877;0,859
3164704;São Sebastião do Paraíso;0,756;0,793;0,760;0,792;0,736
3164803;São Sebastião do Rio Preto;0,816;0,703;0,839;0,699;0,679
3164902;São Sebastião do Rio Verde;0,830;0,844;0,943;0,724;0,798
3165008;São Tiago;0,673;0,696;0,639;0,702;0,741
3165107;São Tomás de Aquino;0,665;0,734;0,836;0,839;0,755
3165206;São Tomé das Letras;0,716;0,684;0,762;0,735;0,768
3165305;São Vicente de Minas;0,719;0,769;0,782;0,678;0,599
3165404;Sapucaí Mirim;0,602;0,621;0,782;0,767;0,730
3165503;Sardoá;0,675;0,745;0,841;0,766;0,748
3165537;Sarzedo;0,771;0,787;0,740;0,695;0,682
3165560;Sem-Peixe;0,682;0,789;0,829;0,723;0,645
3165578;Senador Amaral;0,795;0,857;0,877;0,842;0,794
3165602;Senador Cortês;0,705;0,684;0,772;0,715;0,572
3165701;Senador Firmino;0,777;0,719;0,817;0,772;0,666
3165800;Senador José Bento;0,822;0,938;0,941;0,780;0,835
3165909;Senador Modestino Gonçalves;0,674;0,754;0,768;0,796;0,761
3166006;Senhora de Oliveira;0,791;0,787;0,831;0,766;0,624
3166105;Senhora do Porto;0,689;0,661;0,737;0,685;0,712
3166204;Senhora dos Remédios;0,718;0,814;0,835;0,774;0,735
3166303;Sericita;0,792;0,786;0,786;0,711;0,759
3166402;Seritinga;0,768;0,897;0,842;0,817;0,805
3166501;Serra Azul de Minas;0,678;0,806;0,845;0,776;0,634
3166600;Serra da Saudade;0,688;0,916;0,878;0,619;0,826
3166808;Serra do Salitre;0,710;0,763;0,728;0,771;0,742
3166709;Serra dos Aimorés;0,618;0,635;0,767;0,763;0,649
3166907;Serrania;0,705;0,847;0,827;0,829;0,772
3166956;Serranópolis de Minas;0,581;0,650;0,751;0,703;0,683
3167004;Serranos;0,689;0,777;0,866;0,773;0,640
3167103;Serro;0,686;0,614;0,740;0,663;0,672
3167202;Sete Lagoas;0,655;0,679;0,705;0,688;0,601
3165552;Setubinha;0,605;0,686;0,685;0,754;0,763
3167301;Silveirânia;0,839;0,844;0,666;0,787;0,692
3167400;Silvianópolis;0,801;0,833;0,792;0,817;0,739
3167509;Simão Pereira;0,733;0,839;0,601;0,700;0,620
3167608;Simonésia;0,723;0,733;0,709;0,767;0,790
3167707;Sobrália;0,632;0,622;0,618;0,669;0,619
3167806;Soledade de Minas;0,866;0,828;0,803;0,805;0,691
3167905;Tabuleiro;0,758;0,819;0,818;0,728;0,698
3168002;Taiobeiras;0,725;0,731;0,693;0,758;0,715
3168051;Taparuba;0,567;0,789;0,845;0,783;0,698
3168101;Tapira;0,633;0,792;0,731;0,749;0,655
3168200;Tapiraí;0,787;0,778;0,919;0,793;0,786
3168309;Taquaraçu de Minas;0,738;0,718;0,833;0,677;0,544
3168408;Tarumirim;0,631;0,716;0,617;0,502;0,484
3168507;Teixeiras;0,785;0,767;0,694;0,582;0,622
3168606;Teófilo Otoni;0,531;0,559;0,560;0,584;0,549
3168705;Timóteo;0,734;0,708;0,731;0,703;0,588
3168804;Tiradentes;0,624;0,693;0,726;0,729;0,619
3168903;Tiros;0,810;0,817;0,874;0,822;0,840
3169000;Tocantins;0,735;0,738;0,719;0,748;0,633
3169059;Tocos do Moji;0,800;0,858;0,844;0,797;0,851
3169109;Toledo;0,788;0,897;0,879;0,835;0,742
3169208;Tombos;0,765;0,820;0,790;0,727;0,643
3169307;Três Corações;0,674;0,730;0,666;0,689;0,613
3169356;Três Marias;0,696;0,660;0,666;0,622;0,568
3169406;Três Pontas;0,621;0,661;0,676;0,643;0,649
3169505;Tumiritinga;0,729;0,781;0,776;0,688;0,734
3169604;Tupaciguara;0,724;0,655;0,606;0,741;0,787
3169703;Turmalina;0,629;0,686;0,731;0,800;0,782
3169802;Turvolândia;0,734;0,802;0,791;0,780;0,759
3169901;Ubá;0,712;0,714;0,645;0,666;0,573
3170008;Ubaí;0,666;0,588;0,709;0,764;0,624
3170057;Ubaporanga;0,657;0,681;0,808;0,724;0,732
3170107;Uberaba;0,704;0,667;0,627;0,616;0,544
3170206;Uberlândia;0,695;0,733;0,732;0,738;0,719
3170305;Umburatiba;0,638;0,747;0,813;0,689;0,596
3170404;Unaí;0,615;0,612;0,545;0,585;0,521
3170438;União de Minas;0,596;0,598;0,568;0,655;0,524
3170479;Uruana de Minas;0,730;0,814;0,835;0,796;0,784
3170503;Urucânia;0,669;0,703;0,733;0,716;0,760
3170529;Urucuia;0,508;0,585;0,724;0,769;0,751
3170578;Vargem Alegre;0,607;0,833;0,831;0,658;0,755
3170602;Vargem Bonita;0,682;0,717;0,858;0,792;0,777
3170651;Vargem Grande do Rio Pardo;0,827;0,807;0,812;0,838;0,825
3170701;Varginha;0,710;0,736;0,712;0,708;0,585
3170750;Varjão de Minas;0,747;0,733;0,797;0,866;0,869
3170800;Várzea da Palma;0,744;0,762;0,759;0,679;0,728
3170909;Varzelândia;0,739;0,714;0,755;0,726;0,688
3171006;Vazante;0,731;0,737;0,733;0,746;0,789
3171030;Verdelândia;0,808;0,807;0,771;0,774;0,629
3171071;Veredinha;0,602;0,645;0,771;0,795;0,820
3171105;Veríssimo;0,721;0,774;0,754;0,753;0,712
3171154;Vermelho Novo;0,684;0,834;0,781;0,739;0,770
3171204;Vespasiano;0,639;0,652;0,598;0,598;0,472
3171303;Viçosa;0,646;0,738;0,747;0,755;0,713
3171402;Vieiras;0,679;0,660;0,713;0,651;0,814
3171600;Virgem da Lapa;0,648;0,612;0,655;0,697;0,740
3171709;Virgínia;0,740;0,809;0,762;0,790;0,739
3171808;Virginópolis;0,737;0,612;0,744;0,699;0,655
3171907;Virgolândia;0,733;0,704;0,863;0,747;0,743
3172004;Visconde do Rio Branco;0,737;0,737;0,620;0,712;0,604
3172103;Volta Grande;0,630;0,565;0,806;0,719;0,662
3172202;Wenceslau Braz;0,613;0,727;0,820;0,857;0,791
