ibge7;Município;2010;2016;2018
3139805;Mar de Espanha;0,597;0,452;0,696
3139706;Maravilhas;0,446;0,448;0,622
3139904;Maria da Fé;0,475;0,443;0,655
3140001;Mariana;0,615;0,560;0,613
3140100;Marilac;0,322;0,507;0,624
3140159;Mário Campos;0,595;0,590;0,855
3140209;Maripá de Minas;0,593;0,608;0,680
3140308;Marliéria;0,730;0,419;0,492
3140407;Marmelópolis;0,572;0,597;0,680
3140506;Martinho Campos;0,413;0,245;0,370
3140530;Martins Soares;0,441;0,092;0,032
3140555;Mata Verde;0,398;0,548;0,607
3140605;Materlândia;0,333;0,476;0,558
3140704;Mateus Leme;0,566;0,288;0,340
3171501;Mathias Lobato;0,311;0,125;0,105
3140803;Matias Barbosa;0,468;0,614;0,680
3140852;Matias Cardoso;0,421;0,292;0,387
3140902;Matipó;0,377;0,192;0,388
3141009;Mato Verde;0,377;0,400;0,341
3141108;Matozinhos;0,603;0,561;0,619
3141207;Matutina;0,582;0,579;0,245
3138906;Maxacalis;0,337;0,454;0,505
3141306;Medeiros;0,428;0,298;0,349
3141405;Medina;0,331;0,448;0,450
3141504;Mendes Pimentel;0,280;0,520;0,198
3141603;Mercês;0,401;0,642;0,804
3141702;Mesquita;0,403;0,302;0,642
3141801;Minas Novas;0,293;0,297;0,232
3141900;Minduri;0,490;0,577;0,657
3142007;Mirabela;0,309;0,407;0,344
3142106;Miradouro;0,409;0,340;0,265
3142205;Miraí;0,450;0,252;0,375
3142254;Miravânia;0,283;0,315;0,170
3142304;Moeda;0,400;0,456;0,337
3142403;Moema;0,484;0,498;0,584
3142502;Monjolos;0,344;0,232;0,000
3142601;Monsenhor Paulo;0,431;0,451;0,658
3142700;Montalvânia;0,228;0,333;0,448
3142809;Monte Alegre de Minas;0,470;0,204;0,560
3142908;Monte Azul;0,354;0,289;0,175
3143005;Monte Belo;0,384;0,282;0,296
3143104;Monte Carmelo;0,702;0,767;0,949
3143153;Monte Formoso;0,291;0,476;0,539
3143203;Monte Santo de Minas;0,434;0,442;0,486
3143401;Monte Sião;0,365;0,545;0,450
3143302;Montes Claros;0,582;0,670;0,788
3143450;Montezuma;0,296;0,270;0,324
3143500;Morada Nova de Minas;0,347;0,438;0,441
3143609;Morro da Garça;0,398;0,201;0,148
3143708;Morro do Pilar;0,607;0,382;0,365
3143807;Munhoz;0,377;0,229;0,505
3143906;Muriaé;0,515;0,723;0,825
3144003;Mutum;0,342;0,369;0,463
3144102;Muzambinho;0,420;0,455;0,501
3144201;Nacip Raydan;0,385;0,434;0,119
3144300;Nanuque;0,314;0,441;0,515
3144359;Naque;0,327;0,369;0,221
3144375;Natalândia;0,366;0,004;0,000
3144409;Natércia;0,434;0,490;0,658
3144508;Nazareno;0,439;0,527;0,673
3144607;Nepomuceno;0,483;0,489;0,623
3144656;Ninheira;0,279;0,304;0,170
3144672;Nova Belém;0,256;0,470;0,551
3144706;Nova Era;0,728;0,589;0,609
3144805;Nova Lima;0,767;0,609;0,512
3144904;Nova Módica;0,293;0,412;0,482
3145000;Nova Ponte;0,483;0,687;0,646
3145059;Nova Porteirinha;0,376;0,466;0,253
3145109;Nova Resende;0,539;0,221;0,237
3145208;Nova Serrana;0,506;0,505;0,545
3136603;Nova União;0,526;0,497;0,520
3145307;Novo Cruzeiro;0,289;0,414;0,240
3145356;Novo Oriente de Minas;0,296;0,484;0,437
3145372;Novorizonte;0,265;0,455;0,343
3145406;Olaria;0,598;0,499;0,510
3145455;Olhos D' Água;0,488;0,199;0,219
3145505;Olímpio Noronha;0,474;0,453;0,498
3145604;Oliveira;0,454;0,557;0,637
3145703;Oliveira Fortes;0,440;0,305;0,340
3145802;Onça do Pitangui;0,464;0,308;0,343
3145851;Oratórios;0,542;0,087;0,142
3145877;Orizânia;0,348;0,189;0,169
3145901;Ouro Branco;0,622;0,707;0,829
3146008;Ouro Fino;0,424;0,363;0,461
3146107;Ouro Preto;0,616;0,390;0,524
3146206;Ouro Verde de Minas;0,337;0,145;0,321
3146255;Padre Carvalho;0,294;0,258;0,283
3146305;Padre Paraíso;0,337;0,465;0,537
3146552;Pai Pedro;0,211;0,290;0,295
3146404;Paineiras;0,350;0,141;0,148
3146503;Pains;0,477;0,655;0,622
3146602;Paiva;0,508;0,484;0,170
3146701;Palma;0,486;0,392;0,321
