"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"310430 Areado";929;961;1028;1138;1194;1185;1131;989;953;964;899;742;605;499;411;277;327;14232
"310440 Argirita";154;168;214;224;231;213;206;191;197;188;187;167;142;129;105;75;111;2902
"310445 Aricanduva";421;463;493;503;425;377;357;304;285;271;256;217;167;137;99;73;95;4943
"310450 Arinos";1472;1630;1780;1707;1456;1383;1340;1157;1079;1061;950;798;639;506;418;286;308;17970
"310460 Astolfo Dutra";804;825;964;1107;1164;1134;1067;959;959;960;839;701;575;479;364;265;327;13493
"310470 Ataléia";949;1141;1350;1305;1104;991;960;907;883;858;819;759;624;530;433;299;384;14296
"310480 Augusto de Lima";369;413;434;445;405;363;358;340;325;323;285;230;191;166;139;103;120;5009
"310490 Baependi";1088;1264;1412;1532;1509;1461;1383;1278;1285;1353;1251;1072;866;659;494;386;466;18759
"310500 Baldim";526;576;639;685;621;571;539;497;525;564;518;431;348;302;250;192;221;8005
"310510 Bambuí";1155;1323;1630;1790;1795;1736;1629;1640;1783;1866;1701;1392;1123;901;755;546;542;23307
"310520 Bandeira";325;378;426;398;382;365;354;330;346;338;298;262;234;202;145;102;129;5014
"310530 Bandeira do Sul";336;363;442;500;481;451;428;412;399;365;340;274;228;181;131;87;89;5507
"310540 Barão de Cocais";2091;2170;2472;2624;2709;2754;2570;2210;1988;1969;1830;1431;1004;665;507;382;449;29825
"310550 Barão de Monte Alto";329;378;444;488;439;388;365;361;377;399;370;329;286;230;188;153;203;5727
"310560 Barbacena";7566;8219;9670;10790;10902;10610;10280;9664;9595;9568;8927;7301;5630;4169;3053;2166;2492;130602
"310570 Barra Longa";324;360;442;464;394;363;372;380;401;428;436;397;326;255;216;185;255;5998
"310590 Barroso";1295;1443;1624;1675;1630;1605;1575;1505;1495;1483;1293;1012;802;618;460;328;311;20154
"310600 Bela Vista de Minas";737;783;875;863;830;832;799;698;680;697;626;466;379;303;254;197;184;10203
"310610 Belmiro Braga";229;244;278;286;252;219;231;249;276;261;205;166;150;136;107;75;94;3458
"310620 Belo Horizonte";134856;145591;169665;187641;209086;226800;220963;191372;172490;167582;154851;129636;102044;77037;57686;41860;50858;2440018
"310630 Belo Oriente";1870;1939;2290;2322;2135;2112;2044;1842;1632;1445;1238;1038;801;592;446;349;391;24486
"310640 Belo Vale";423;475;570;613;573;571;555;533;552;582;519;452;394;294;230;165;182;7683
"310650 Berilo";819;980;1259;1355;1216;1046;926;817;783;708;599;509;404;316;268;187;198;12390
"310665 Berizal";354;383;399;414;417;400;343;289;266;263;247;199;165;130;97;66;83;4515
"310660 Bertópolis";434;412;435;424;363;341;327;290;265;256;217;194;162;153;136;83;94;4586
"310670 Betim";29480;30587;35066;37051;37041;37591;36296;31622;28114;25198;21574;16654;11300;7417;5224;3460;3552;397227
"310680 Bias Fortes";199;246;301;289;249;239;248;276;282;270;257;237;207;156;114;82;100;3752
"310690 Bicas";805;872;1008;1092;1050;1086;1012;903;927;1004;968;836;707;560;435;350;424;14039
"310700 Biquinhas";110;142;178;191;189;165;162;174;203;218;194;171;157;138;107;75;67;2641
"310710 Boa Esperança";2526;2815;3319;3510;3355;3132;2862;2636;2590;2630;2541;2152;1615;1232;943;687;886;39431
"310720 Bocaina de Minas";256;318;388;403;384;358;383;385;396;411;353;299;226;175;146;102;114;5097
"310730 Bocaiúva";3580;3942;4378;4563;4600;4225;3831;3377;3125;2935;2538;2043;1564;1203;930;626;674;48134
"310740 Bom Despacho";2848;3236;3768;4050;4082;3913;3697;3454;3447;3423;3034;2453;1871;1435;1112;770;819;47412
"310750 Bom Jardim de Minas";369;421;525;532;438;418;456;484;493;494;455;388;320;257;219;165;152;6586
"310760 Bom Jesus da Penha";210;264;319;323;303;295;301;297;310;304;275;221;188;148;108;65;86;4017
"310770 Bom Jesus do Amparo";372;413;468;519;506;475;450;364;363;359;318;282;238;193;149;108;128;5705
"310780 Bom Jesus do Galho";997;1107;1265;1297;1173;1099;1095;1060;1037;1057;961;824;715;568;472;364;392;15483
"310790 Bom Repouso";685;750;887;902;870;852;864;826;782;767;676;530;424;316;224;140;131;10626
"310800 Bom Sucesso";978;1159;1376;1419;1324;1267;1310;1283;1220;1246;1209;1017;815;627;500;365;455;17570
"310810 Bonfim";314;380;473;490;420;413;484;523;561;546;476;440;404;332;267;203;200;6926
"310820 Bonfinópolis de Minas";395;428;495;524;459;409;406;430;414;401;355;286;249;212;157;107;136;5863
"310825 Bonito de Minas";937;1025;1142;1107;959;830;674;553;524;474;415;385;318;255;222;173;167;10160
"310830 Borda da Mata";1007;1103;1233;1350;1419;1433;1320;1267;1287;1313;1236;1030;821;653;532;423;460;17887
"310840 Botelhos";928;969;1162;1220;1141;1151;1140;1094;1055;1022;987;888;715;541;422;339;369;15143
"310850 Botumirim";522;609;727;734;620;509;437;382;347;355;327;295;230;158;118;90;88;6548
"310870 Brás Pires";266;329;394;409;323;269;289;313;337;336;290;262;233;183;152;114;134;4633
"310855 Brasilândia de Minas";1312;1393;1521;1537;1405;1315;1184;1030;945;830;691;569;406;301;221;154;143;14957
"310860 Brasília de Minas";2284;2494;2900;3155;2893;2643;2447;2132;2003;1856;1568;1340;1178;989;819;555;660;31916
"310880 Braúnas";280;358;444;438;378;345;343;330;333;330;294;253;206;189;186;156;185;5048
"310890 Brazópolis";868;956;1171;1255;1110;1022;1084;1102;1007;961;927;847;733;568;449;347;415;14822
"310900 Brumadinho";2263;2442;2864;3043;3021;2945;2887;2740;2677;2600;2237;1794;1411;1044;748;545;598;35859
"310910 Bueno Brandão";639;676;792;842;821;797;803;838;814;820;765;653;561;435;336;233;246;11071
"310920 Buenópolis";673;734;889;993;972;851;802;726;657;627;554;480;426;360;287;195;228;10454
"310925 Bugre";287;314;342;359;319;288;283;274;274;273;230;195;158;138;126;106;101;4067
"310930 Buritis";1977;2162;2363;2263;1990;1904;1907;1680;1479;1335;1114;955;799;577;432;300;305;23542
"310940 Buritizeiro";2359;2526;2713;2702;2565;2430;2261;1909;1639;1498;1330;1110;847;614;437;308;315;27563
"310945 Cabeceira Grande";514;581;639;611;510;476;509;502;493;419;353;309;242;180;134;101;85;6658
"310950 Cabo Verde";893;923;1042;1196;1274;1233;1154;1058;1009;937;877;711;536;406;320;250;257;14076
"310960 Cachoeira da Prata";192;218;264;278;287;274;290;280;259;268;256;200;173;154;121;83;97;3694
"310970 Cachoeira de Minas";730;771;897;889;821;802;833;804;799;822;753;632;540;422;329;225;239;11308
"310270 Cachoeira de Pajeú";704;796;891;843;732;666;657;601;575;543;483;416;368;303;250;170;192;9190
"310980 Cachoeira Dourada";186;193;214;213;209;192;193;195;188;181;155;118;93;70;59;55;69;2583
"310990 Caetanópolis";624;658;805;930;928;885;782;710;771;809;751;603;460;326;251;189;203;10685
"311000 Caeté";2723;2950;3364;3464;3416;3512;3460;3072;2868;2909;2656;2183;1745;1334;1056;741;784;42237
"311010 Caiana";374;401;459;475;453;417;378;386;364;340;296;234;171;126;110;88;87;5159
"311020 Cajuri";245;267;327;355;338;326;314;268;244;259;272;239;170;147;119;90;110;4090
"311030 Caldas";792;861;957;1033;998;979;984;979;1027;1074;1004;870;751;587;446;320;359;14021
"311040 Camacho";166;200;241;252;256;256;256;237;222;210;203;177;149;114;82;61;59;3141
"311050 Camanducaia";1383;1521;1745;1857;1773;1797;1785;1612;1509;1420;1295;1084;911;674;490;351;330;21537
"311060 Cambuí";1539;1669;1977;2137;2186;2276;2194;2056;1985;1919;1794;1560;1306;996;787;579;606;27566
"311070 Cambuquira";753;860;1025;1108;1042;947;888;831;831;857;864;757;612;449;348;289;369;12830
"311080 Campanário";234;297;375;372;302;258;245;252;252;226;194;162;133;116;99;64;69;3650
"311090 Campanha";1009;1148;1351;1410;1343;1243;1151;1079;1073;1064;1008;881;658;490;380;283;363;15934
"311100 Campestre";1244;1386;1670;1763;1632;1563;1578;1571;1543;1494;1352;1177;972;738;541;393;446;21063
"311110 Campina Verde";1088;1203;1382;1479;1479;1446;1451;1419;1470;1527;1399;1140;927;770;603;428;483;19694
"311115 Campo Azul";275;314;380;367;290;254;249;237;219;210;198;193;165;128;108;86;94;3767
"311120 Campo Belo";3078;3365;3871;3973;4051;4191;4180;3918;3643;3585;3516;3138;2525;1885;1465;1128;1332;52844
"311130 Campo do Meio";730;832;939;968;891;857;863;825;825;794;813;706;520;379;290;226;222;11680
"311140 Campo Florido";572;595;659;671;627;652;620;535;473;443;386;286;232;172;137;107;94;7261
"311150 Campos Altos";1079;1179;1264;1269;1281;1310;1225;1100;999;894;796;689;525;374;299;206;206;14695
"311160 Campos Gerais";1878;2117;2463;2471;2206;2133;2187;2131;2015;1885;1712;1439;1138;893;646;456;490;28260
"311190 Cana Verde";315;383;414;420;439;452;430;405;361;357;380;360;295;220;167;134;140;5672
"311170 Canaã";258;288;343;386;381;376;371;342;332;314;291;258;202;163;133;113;128;4679
"311180 Canápolis";762;761;872;969;1080;1105;1027;892;813;783;665;548;436;343;249;173;212;11690
"311200 Candeias";735;852;1034;1107;1150;1164;1142;1096;1093;1058;1010;928;747;558;435;344;415;14868
"311205 Cantagalo";367;361;384;425;414;354;312;277;241;221;203;190;162;125;105;88;101;4330
"311210 Caparaó";391;458;545;505;488;478;436;385;363;312;271;232;162;110;77;62;60;5335
"311220 Capela Nova";262;302;357;362;347;334;331;323;369;384;315;276;225;179;147;123;163;4799
"311230 Capelinha";3010;3230;3758;3751;3485;3232;2899;2494;2146;1913;1650;1337;999;760;597;384;417;36062
"311240 Capetinga";476;527;580;601;579;581;563;484;459;418;401;385;334;253;198;149;163;7151
"311250 Capim Branco";571;652;762;809;788;766;756;646;596;626;561;466;343;264;220;158;223;9207
"311260 Capinópolis";1073;1140;1199;1256;1273;1240;1240;1177;1145;1104;938;762;626;524;418;292;302;15709
"311265 Capitão Andrade";436;434;426;417;400;380;356;327;313;328;296;255;215;176;140;104;117;5120
"311270 Capitão Enéas";1207;1369;1567;1608;1421;1209;1062;929;883;804;685;533;404;324;279;173;186;14643
"311280 Capitólio";490;538;621;653;624;631;641;666;634;626;580;497;393;266;186;160;196;8402
"311290 Caputira";706;753;834;816;751;709;686;645;606;575;510;425;333;272;225;163;210;9219
"311300 Caraí";2062;2250;2433;2288;2012;1773;1523;1294;1231;1171;1049;965;791;639;575;447;464;22967
"311310 Caranaíba";191;229;283;292;258;235;226;230;232;245;215;182;140;107;96;77;72;3310
"311320 Carandaí";1481;1682;1928;2103;2048;1931;1862;1746;1751;1758;1590;1276;988;717;512;376;403;24152
"311330 Carangola";1956;2166;2564;2715;2596;2538;2456;2272;2232;2271;2153;1887;1542;1132;877;667;890;32914
"311340 Caratinga";5990;6541;7345;7454;7381;7372;7170;6535;6027;5621;5004;4320;3371;2552;2081;1550;1704;88018
"311350 Carbonita";632;730;871;945;830;744;699;627;616;606;497;396;326;261;217;159;180;9336
"311360 Careaçu";447;496;536;523;481;492;492;480;461;417;399;351;274;210;163;130;141;6493
"311370 Carlos Chagas";1271;1400;1647;1775;1706;1567;1458;1367;1328;1269;1173;1019;849;702;573;412;555;20071
"311380 Carmésia";182;204;240;218;195;175;174;180;166;163;137;122;109;86;71;42;59;2523
"311390 Carmo da Cachoeira";918;946;1069;1134;1034;950;871;820;805;795;718;595;462;329;250;188;196;12080
"311400 Carmo da Mata";627;748;913;934;850;839;864;825;829;797;698;585;478;385;314;232;290;11208
"311410 Carmo de Minas";1068;1104;1283;1318;1213;1170;1107;1003;930;890;802;675;520;375;284;208;249;14199
"311420 Carmo do Cajuru";1379;1451;1744;1828;1723;1693;1676;1601;1536;1457;1254;986;809;622;453;305;344;20861
"311430 Carmo do Paranaíba";1770;1978;2331;2501;2337;2298;2325;2288;2263;2209;2004;1671;1313;1029;773;571;631;30292
"311440 Carmo do Rio Claro";1307;1396;1575;1693;1650;1650;1680;1579;1480;1500;1364;1121;905;675;530;379;414;20898
"311450 Carmópolis de Minas";1077;1234;1465;1530;1531;1485;1401;1324;1306;1230;1086;860;694;522;424;336;313;17818
"311455 Carneirinho";586;661;739;753;784;814;806;768;712;654;587;506;429;326;232;170;206;9733
"311460 Carrancas";248;283;323;336;304;280;273;256;260;291;284;245;194;145;124;93;88;4027
"311470 Carvalhópolis";212;230;281;265;236;240;231;223;244;242;230;210;173;128;99;87;111;3442
"311480 Carvalhos";203;253;329;384;368;321;302;301;345;390;340;286;232;179;139;107;124;4603
"311490 Casa Grande";128;153;184;189;174;184;187;182;172;151;128;102;100;85;67;41;52;2279
"311500 Cascalho Rico";195;189;214;212;200;199;220;228;221;219;193;160;140;136;99;61;61;2947
"311510 Cássia";1082;1237;1399;1501;1394;1310;1275;1227;1180;1155;1157;1061;872;647;489;348;400;17734
"311530 Cataguases";3982;4374;5115;5627;5738;5709;5551;5222;5172;5339;4985;4128;3249;2543;1997;1488;1756;71975
"311535 Catas Altas";349;386;457;450;410;392;435;405;363;329;284;224;177;133;97;67;78;5036
"311540 Catas Altas da Noruega";223;255;313;341;321;303;282;254;234;205;186;163;140;117;86;57;72;3552
"311545 Catuji";586;654;725;715;610;512;460;405;375;346;312;269;214;164;137;105;123;6712
"311547 Catuti";362;423;501;513;443;381;363;347;350;336;280;231;186;153;127;82;70;5148
"311550 Caxambu";1291;1460;1656;1756;1628;1636;1623;1520;1494;1517;1478;1299;1062;854;656;485;586;22001
"311560 Cedro do Abaeté";63;80;102;99;78;79;79;94;82;80;82;74;61;48;50;39;26;1216
"311570 Central de Minas";417;491;564;565;507;480;498;494;477;483;444;380;312;264;220;154;177;6927
"311580 Centralina";668;709;799;837;856;813;794;755;724;698;640;548;460;382;310;225;229;10447
"311590 Chácara";142;175;240;248;211;187;182;182;211;244;218;177;145;115;99;74;64;2914
"311600 Chalé";359;397;474;474;470;476;449;406;373;371;342;311;242;175;144;122;154;5739
"311610 Chapada do Norte";1260;1452;1680;1754;1618;1364;1122;946;843;753;640;568;467;348;271;182;174;15442
"311615 Chapada Gaúcha";1137;1164;1243;1269;1231;1133;897;675;555;504;440;393;303;235;183;125;130;11617
"311620 Chiador";187;200;227;219;216;196;182;179;188;207;183;155;139;114;85;58;67;2802
"311630 Cipotânea";376;438;557;619;617;556;500;455;439;457;391;288;255;230;192;154;171;6695
"311640 Claraval";337;366;393;401;389;377;345;309;285;288;297;271;211;156;115;72;60;4672
"311650 Claro dos Poções";502;547;651;733;685;594;564;559;544;503;441;378;314;267;228;164;160;7834
"311660 Cláudio";1821;1952;2184;2318;2395;2401;2353;2113;1866;1725;1494;1212;933;678;527;383;434;26789
"311670 Coimbra";431;509;595;580;535;549;563;511;511;516;464;384;321;242;183;153;222;7269
"311680 Coluna";695;768;898;907;833;710;671;608;557;485;422;388;325;286;238;159;167;9117
"311690 Comendador Gomes";231;231;224;226;249;285;257;210;199;231;201;141;112;87;65;47;50;3046
"311700 Comercinho";562;661;767;792;649;557;535;495;496;484;429;387;335;303;242;187;220;8101
"311710 Conceição da Aparecida";710;764;786;785;810;792;776;729;696;665;615;537;420;312;234;196;240;10067
"311520 Conceição da Barra de Minas";216;260;336;348;328;314;314;302;305;287;237;190;167;135;107;86;78;4010
"311730 Conceição das Alagoas";1961;1946;2092;2193;2378;2444;2167;1842;1647;1492;1237;974;729;511;361;265;242;24481
"311720 Conceição das Pedras";148;168;204;211;218;228;217;215;222;209;179;157;121;95;74;58;79;2803
"311740 Conceição de Ipanema";298;325;332;330;314;320;326;343;349;326;286;248;199;171;153;107;119;4546
"311750 Conceição do Mato Dentro";1353;1532;1744;1781;1568;1357;1247;1127;1073;1040;941;834;678;546;452;346;466;18085
"311760 Conceição do Pará";341;376;410;416;410;412;408;383;370;363;316;279;239;195;150;112;131;5311
"311770 Conceição do Rio Verde";949;1017;1170;1178;1063;1013;958;884;877;864;792;668;540;446;365;252;254;13290
"311780 Conceição dos Ouros";765;797;905;951;910;866;825;805;792;733;660;534;424;311;227;158;162;10825
"311783 Cônego Marinho";531;656;772;769;652;567;500;441;400;367;345;311;288;244;180;134;176;7333
"311787 Confins";374;424;524;576;531;507;525;523;461;420;366;295;209;159;129;84;95;6202
"311790 Congonhal";609;675;775;818;827;896;895;850;831;798;742;629;501;392;289;206;223;10956
"311800 Congonhas";3358;3532;4050;4507;4574;4607;4315;3689;3552;3513;3173;2489;1799;1244;906;662;668;50638
"311810 Congonhas do Norte";354;428;499;511;410;360;362;326;287;268;241;232;213;175;144;110;116;5036
"311820 Conquista";415;475;511;558;550;558;529;477;449;445;421;373;304;227;155;111;155;6713
"311830 Conselheiro Lafaiete";7396;7897;8966;9879;10638;11028;10274;8779;8239;8457;7993;6575;4950;3544;2522;1796;1998;120931
"311840 Conselheiro Pena";1568;1729;1991;1987;1791;1642;1592;1555;1516;1448;1329;1178;985;781;621;450;550;22713
"311850 Consolação";104;119;139;143;132;116;118;113;120;125;116;95;88;75;64;51;44;1762
"311860 Contagem";40184;42357;48416;52521;55981;59579;58383;51112;45738;41922;37029;29890;22143;15556;10918;7190;7033;625952
"311870 Coqueiral";563;665;812;829;754;689;639;632;626;641;624;534;416;296;260;193;218;9391
"311880 Coração de Jesus";2024;2114;2420;2553;2356;2177;1999;1737;1676;1616;1390;1166;974;798;623;433;476;26532
"311890 Cordisburgo";481;537;635;742;748;703;676;628;616;598;552;493;410;329;276;201;216;8841
"311900 Cordislândia";257;274;308;310;273;262;243;240;241;227;207;184;157;121;87;56;60;3507
"311910 Corinto";1596;1802;2068;2081;1910;1831;1751;1621;1576;1626;1544;1309;1021;778;655;473;568;24210
"311920 Coroaci";617;750;962;1003;869;794;732;678;644;602;579;504;399;372;329;242;276;10352
"311930 Coromandel";1649;1816;2118;2229;2166;2150;2136;2135;2195;2110;1864;1589;1265;956;705;465;487;28035
"311940 Coronel Fabriciano";7004;7529;8596;8998;9200;9353;8919;7888;7384;7169;6624;5424;3975;2894;2265;1614;1739;106575
"311950 Coronel Murta";628;723;843;882;813;776;698;587;544;538;518;434;332;273;245;197;239;9270
"311960 Coronel Pacheco";161;183;221;244;241;226;227;211;225;239;213;174;143;113;85;67;76;3049
"311970 Coronel Xavier Chaves";227;231;244;272;250;245;276;257;232;248;224;172;151;120;95;69;65;3378
"311980 Córrego Danta";172;221;248;243;228;221;214;229;239;260;247;215;189;169;127;91;86;3399
"311990 Córrego do Bom Jesus";178;200;245;259;263;229;243;251;260;273;273;254;245;202;162;114;126;3777
"311995 Córrego Fundo";331;396;454;477;475;517;543;484;448;436;369;300;236;178;153;109;91;5997
"312000 Córrego Novo";220;246;253;252;238;223;223;203;191;205;199;177;145;99;71;62;82;3089
"312010 Couto de Magalhães de Minas";305;321;393;439;386;324;301;291;284;270;238;192;157;128;107;84;91;4311
"312015 Crisólita";514;558;639;632;548;483;453;394;375;342;287;232;212;192;175;122;125;6283
"312020 Cristais";813;835;905;915;984;1038;978;865;774;733;688;603;490;383;316;229;243;11792
"312030 Cristália";551;635;732;705;614;506;400;334;301;262;218;181;143;105;73;65;65;5890
"312040 Cristiano Otoni";353;405;449;452;418;404;440;375;343;331;288;247;202;142;113;79;70;5111
"312050 Cristina";621;686;807;866;856;798;765;752;753;744;654;533;452;371;279;202;223;10362
"312060 Crucilândia";284;327;371;370;346;363;365;356;375;359;310;269;228;176;144;108;137;4888
"312070 Cruzeiro da Fortaleza";315;328;356;366;333;299;281;295;300;270;220;181;144;108;90;70;83;4039
"312080 Cruzília";853;998;1242;1361;1235;1114;1015;996;1077;1076;984;812;653;514;427;321;309;14987
"312083 Cuparaque";367;387;420;425;399;376;350;333;325;308;282;233;187;139;108;85;92;4816
"312087 Curral de Dentro";598;670;749;702;640;581;540;471;418;366;329;307;251;204;152;99;121;7198
"312090 Curvelo";4923;5554;6368;6788;6667;6359;5908;5433;5336;5182;4492;3612;2880;2247;1788;1337;1583;76457
"312100 Datas";391;437;505;547;479;394;357;343;357;342;301;238;178;145;121;93;103;5331
"312110 Delfim Moreira";479;549;711;717;622;585;551;571;623;635;547;451;342;241;185;133;154;8096
"312120 Delfinópolis";443;505;578;599;520;510;534;534;511;481;440;387;305;229;169;111;136;6992
"312125 Delta";821;770;750;781;941;981;888;702;539;422;338;269;197;147;99;58;61;8764
"312130 Descoberto";287;314;369;407;399;414;371;311;321;323;304;287;228;166;140;112;139;4892
"312140 Desterro de Entre Rios";386;439;512;564;532;515;497;493;517;524;474;404;351;309;252;193;195;7157
"312150 Desterro do Melo";165;179;213;234;227;215;224;226;225;225;210;177;148;116;87;72;88;3031
"312160 Diamantina";3080;3466;4159;4661;4654;4217;3693;3218;3045;2992;2532;1947;1506;1177;976;733;896;46952
"312170 Diogo de Vasconcelos";232;287;343;350;291;231;244;267;260;229;231;214;176;146;123;112;156;3892
"312180 Dionísio";478;553;665;733;684;684;630;593;596;601;545;452;394;322;252;195;254;8631
"312190 Divinésia";245;256;262;288;277;248;228;215;229;245;231;183;130;91;85;73;83;3369
"312200 Divino";1428;1641;1769;1693;1579;1515;1463;1359;1289;1265;1145;1005;746;545;433;337;375;19587
"312210 Divino das Laranjeiras";346;378;419;433;371;337;329;331;358;335;290;261;219;196;154;117;143;5017
"312220 Divinolândia de Minas";532;582;680;772;694;570;494;431;427;433;378;328;256;199;172;137;164;7249
"312230 Divinópolis";12785;14004;16241;17858;19031;19489;19172;17488;16374;16230;14628;11651;8893;6392;4730;3320;3528;221814
"312235 Divisa Alegre";542;629;645;605;574;527;472;411;367;336;266;213;188;143;106;72;78;6174
"312240 Divisa Nova";442;458;511;524;494;443;427;406;363;364;343;286;243;187;163;120;128;5902
"312245 Divisópolis";707;758;852;917;898;851;753;652;606;559;458;399;347;268;211;149;185;9570
"312247 Dom Bosco";248;305;348;371;317;279;271;258;269;274;233;199;151;108;89;56;60;3836
"312250 Dom Cavati";304;366;438;430;391;358;358;334;332;333;320;294;268;224;190;145;167;5252
"312260 Dom Joaquim";312;362;415;420;366;323;309;295;276;280;257;228;201;157;139;104;139;4583
"312270 Dom Silvério";249;292;371;395;350;343;350;354;396;427;373;299;251;239;212;172;206;5279
"312280 Dom Viçoso";167;185;228;241;212;211;224;225;231;242;214;175;144;113;101;69;56;3038
"312290 Dona Eusébia";374;419;506;551;517;486;472;456;457;454;403;313;236;181;141;113;138;6217
