Município,Código,Nome Município,Casos Total,Hepatite A,Hepatite B ,Hepatite C,Hepatite D,Hepatite A Total,Hepatite A 1999-2007,Hepatite A 2008,Hepatite A 2009,Hepatite A 2010,Hepatite A 2011,Hepatite A 2012,Hepatite A 2013,Hepatite A 2014,Hepatite A 2015,Hepatite A 2016,Hepatite A 2017,Hepatite A 2018,Hepatite A 2019,Hepatite A 2020,Tx Det Hep A 2008,Tx Det Hep A 2009,Tx Det Hep A 2010,Tx Det Hep A 2011,Tx Det Hep A 2012,Tx Det Hep A 2013,Tx Det Hep A 2014,Tx Det Hep A 2015,Tx Det Hep A 2016,Tx Det Hep A 2017,Tx Det Hep A 2018,Tx Det Hep A 2019,Tx Det Hep A 2020,Hep A M Total,Hep A M 1999-2007,Hep A M 2008,Hep A M 2009,Hep A M 2010,Hep A M 2011,Hep A M 2012,Hep A M 2013,Hep A M 2014,Hep A M 2015,Hep A M 2016,Hep A M 2017,Hep A M 2018,Hep A M 2019,Hep A M 2020,Tx Det M Hep A M 2008,Tx Det M Hep A M 2009,Tx Det M Hep A M 2010,Tx Det M Hep A M 2011,Tx Det M Hep A M 2012,Tx Det M Hep A M 2013,Tx Det M Hep A M 2014,Tx Det M Hep A M 2015,Tx Det M Hep A M 2016,Tx Det M Hep A M 2017,Tx Det M Hep A M 2018,Tx Det M Hep A M 2019,Tx Det M Hep A M 2020,Hep A F Total,Hep A F 1999-2007,Hep A F 2008,Hep A F 2009,Hep A F 2010,Hep A F 2011,Hep A F 2012,Hep A F 2013,Hep A F 2014,Hep A F 2015,Hep A F 2016,Hep A F 2017,Hep A F 2018,Hep A F 2019,Hep A F 2020,Tx Det F Hep A F 2008,Tx Det F Hep A F 2009,Tx Det F Hep A F 2010,Tx Det F Hep A F 2011,Tx Det F Hep A F 2012,Tx Det F Hep A F 2013,Tx Det F Hep A F 2014,Tx Det F Hep A F 2015,Tx Det F Hep A F 2016,Tx Det F Hep A F 2017,Tx Det F Hep A F 2018,Tx Det F Hep A F 2019,Tx Det F Hep A F 2020,Hepatite B Total,Hepatite B 1999-2007,Hepatite B 2008,Hepatite B 2009,Hepatite B 2010,Hepatite B 2011,Hepatite B 2012,Hepatite B 2013,Hepatite B 2014,Hepatite B 2015,Hepatite B 2016,Hepatite B 2017,Hepatite B 2018,Hepatite B 2019,Hepatite B 2020,Tx Det Hep B 2008,Tx Det Hep B 2009,Tx Det Hep B 2010,Tx Det Hep B 2011,Tx Det Hep B 2012,Tx Det Hep B 2013,Tx Det Hep B 2014,Tx Det Hep B 2015,Tx Det Hep B 2016,Tx Det Hep B 2017,Tx Det Hep B 2018,Tx Det Hep B 2019,Tx Det Hep B 2020,Hep B M Total,Hep B M 1999-2007,Hep B M 2008,Hep B M 2009,Hep B M 2010,Hep B M 2011,Hep B M 2012,Hep B M 2013,Hep B M 2014,Hep B M 2015,Hep B M 2016,Hep B M 2017,Hep B M 2018,Hep B M 2019,Hep B M 2020,Tx Det M Hep B M 2008,Tx Det M Hep B M 2009,Tx Det M Hep B M 2010,Tx Det M Hep B M 2011,Tx Det M Hep B M 2012,Tx Det M Hep B M 2013,Tx Det M Hep B M 2014,Tx Det M Hep B M 2015,Tx Det M Hep B M 2016,Tx Det M Hep B M 2017,Tx Det M Hep B M 2018,Tx Det M Hep B M 2019,Tx Det M Hep B M 2020,Hep B F Total,Hep B F 1999-2007,Hep B F 2008,Hep B F 2009,Hep B F 2010,Hep B F 2011,Hep B F 2012,Hep B F 2013,Hep B F 2014,Hep B F 2015,Hep B F 2016,Hep B F 2017,Hep B F 2018,Hep B F 2019,Hep B F 2020,Tx Det F Hep B F 2008,Tx Det F Hep B F 2009,Tx Det F Hep B F 2010,Tx Det F Hep B F 2011,Tx Det F Hep B F 2012,Tx Det F Hep B F 2013,Tx Det F Hep B F 2014,Tx Det F Hep B F 2015,Tx Det F Hep B F 2016,Tx Det F Hep B F 2017,Tx Det F Hep B F 2018,Tx Det F Hep B F 2019,Tx Det F Hep B F 2020
313360 Itapeva,313360,Itapeva,14,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,1,0,0,0,0,0,0,1,0,0,1,1,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","10,8","0,0","0,0","10,4","10,3","10,2","0,0",5,1,0,0,0,0,0,0,1,0,0,1,1,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","20,8","0,0","0,0","20,1","19,9","19,7","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313370 Itatiaiuçu,313370,Itatiaiuçu,20,5,7,7,1,5,2,0,0,0,0,0,0,1,1,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","9,5","9,3","0,0","0,0","0,0","9,0","0,0",3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","18,6","0,0","0,0","0,0","0,0","17,6","0,0",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","19,1","0,0","0,0","0,0","0,0","0,0",7,0,0,1,2,0,0,0,0,1,1,0,0,1,1,"0,0","10,7","20,1","0,0","0,0","0,0","0,0","9,3","9,2","0,0","0,0","9,0","8,9",5,0,0,0,1,0,0,0,0,1,1,0,0,1,1,"0,0","0,0","19,8","0,0","0,0","0,0","0,0","18,3","18,1","0,0","0,0","17,6","17,4",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"0,0","21,9","20,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313375 Itaú de Minas,313375,Itaú de Minas,21,3,4,14,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","6,4","0,0","0,0","0,0","6,3","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","12,8","0,0","0,0","0,0",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","12,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313380 Itaúna,313380,Itaúna,160,13,52,94,1,13,3,1,1,0,0,0,0,0,1,1,4,2,0,0,"1,2","1,2","0,0","0,0","0,0","0,0","0,0","1,1","1,1","4,4","2,2","0,0","0,0",7,1,0,1,0,0,0,0,0,1,0,3,1,0,0,"0,0","2,4","0,0","0,0","0,0","0,0","0,0","2,2","0,0","6,6","2,2","0,0","0,0",6,2,1,0,0,0,0,0,0,0,1,1,1,0,0,"2,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2","2,1","2,1","0,0","0,0",52,9,4,3,5,1,1,1,1,3,4,4,3,8,5,"4,7","3,5","5,9","1,2","1,2","1,1","1,1","3,3","4,4","4,4","3,2","8,6","5,3",29,4,2,2,2,0,1,0,1,1,3,2,3,4,4,"4,8","4,7","4,8","0,0","2,3","0,0","2,3","2,2","6,7","4,4","6,6","8,7","8,7",23,5,2,1,3,1,0,1,0,2,1,2,0,4,1,"4,7","2,3","6,9","2,3","0,0","2,2","0,0","4,4","2,2","4,3","0,0","8,4","2,1"
313390 Itaverava,313390,Itaverava,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313400 Itinga,313400,Itinga,9,2,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",7,0,0,0,0,1,0,0,0,0,0,2,2,2,0,"0,0","0,0","0,0","6,9","0,0","0,0","0,0","0,0","0,0","13,4","13,4","13,3","0,0",4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","13,0","13,0","25,8","0,0",3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"0,0","0,0","0,0","14,1","0,0","0,0","0,0","0,0","0,0","13,8","13,8","0,0","0,0"
313410 Itueta,313410,Itueta,23,9,14,0,0,9,2,3,2,0,0,1,1,0,0,0,0,0,0,0,"49,7","32,9","0,0","0,0","17,1","16,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0",7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,"99,1","65,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","34,6","34,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",14,2,10,1,0,1,0,0,0,0,0,0,0,0,0,"165,6","16,5","0,0","17,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"231,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",7,2,3,1,0,1,0,0,0,0,0,0,0,0,0,"99,7","33,0","0,0","34,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313420 Ituiutaba,313420,Ituiutaba,199,34,104,61,0,34,33,0,0,0,0,0,0,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0",19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0",15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",104,25,14,17,8,3,5,4,5,1,4,2,7,6,3,"14,6","17,6","8,2","3,1","5,1","4,0","4,9","1,0","3,9","1,9","6,7","5,7","2,9",59,11,10,9,4,1,4,3,3,0,2,1,5,4,2,"21,2","19,0","8,4","2,1","8,3","6,0","6,0","0,0","3,9","1,9","9,7","7,7","3,8",45,14,4,8,4,2,1,1,2,1,2,1,2,2,1,"8,2","16,2","8,1","4,0","2,0","2,0","3,9","1,9","3,9","1,9","3,8","3,8","1,9"
313430 Itumirim,313430,Itumirim,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313440 Iturama,313440,Iturama,77,26,25,25,1,26,24,0,0,0,0,0,2,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","5,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0",14,12,0,0,0,0,0,2,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","10,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",25,8,4,2,3,0,0,2,0,1,2,1,0,1,1,"12,2","6,0","8,7","0,0","0,0","5,5","0,0","2,7","5,3","2,6","0,0","2,5","2,5",11,5,2,1,0,0,0,0,0,1,1,0,0,0,1,"12,0","5,9","0,0","0,0","0,0","0,0","0,0","5,3","5,2","0,0","0,0","0,0","5,0",14,3,2,1,3,0,0,2,0,0,1,1,0,1,0,"12,3","6,1","17,5","0,0","0,0","11,0","0,0","0,0","5,3","5,3","0,0","5,2","0,0"
313450 Itutinga,313450,Itutinga,3,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","25,8","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","51,4","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313460 Jaboticatubas,313460,Jaboticatubas,21,10,7,4,0,10,2,7,1,0,0,0,0,0,0,0,0,0,0,0,"43,1","6,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,"60,3","11,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"25,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",7,2,0,0,0,1,2,0,0,1,0,1,0,0,0,"0,0","0,0","0,0","5,7","11,3","0,0","0,0","5,3","0,0","5,1","0,0","0,0","0,0",5,2,0,0,0,0,2,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","22,3","0,0","0,0","0,0","0,0","10,0","0,0","0,0","0,0",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","11,7","0,0","0,0","0,0","10,7","0,0","0,0","0,0","0,0","0,0"
313470 Jacinto,313470,Jacinto,9,7,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,1","0,0","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","15,6","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313480 Jacuí,313480,Jacuí,5,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","13,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","25,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","13,3","0,0","0,0","13,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","25,3","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","27,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313490 Jacutinga,313490,Jacutinga,75,35,16,24,0,35,4,1,0,0,30,0,0,0,0,0,0,0,0,0,"4,7","0,0","0,0","130,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",22,2,1,0,0,19,0,0,0,0,0,0,0,0,0,"9,3","0,0","0,0","165,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",13,2,0,0,0,11,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","94,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",16,9,1,0,1,1,1,0,0,1,0,0,1,1,0,"4,7","0,0","4,4","4,3","4,3","0,0","0,0","4,0","0,0","0,0","3,9","3,8","0,0",8,5,0,0,0,0,1,0,0,0,0,0,1,1,0,"0,0","0,0","0,0","0,0","8,6","0,0","0,0","0,0","0,0","0,0","7,8","7,7","0,0",8,4,1,0,1,1,0,0,0,1,0,0,0,0,0,"9,6","0,0","8,7","8,6","0,0","0,0","0,0","8,0","0,0","0,0","0,0","0,0","0,0"
313500 Jaguaraçu,313500,Jaguaraçu,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313505 Jaíba,313505,Jaíba,12,6,5,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,"3,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"6,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,1,0,0,0,0,1,0,0,1,0,0,1,0,1,"0,0","0,0","0,0","0,0","2,9","0,0","0,0","2,7","0,0","0,0","2,6","0,0","2,5",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","5,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,6","0,0","0,0","5,4","0,0","5,3"
313507 Jampruca,313507,Jampruca,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","19,5","0,0","0,0","0,0","0,0","18,7","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","36,3","0,0","0,0","0,0",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","40,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313510 Janaúba,313510,Janaúba,126,78,36,11,1,78,61,14,1,0,0,1,0,0,0,0,1,0,0,0,"20,6","1,5","0,0","0,0","1,5","0,0","0,0","0,0","0,0","1,4","0,0","0,0","0,0",36,28,6,1,0,0,0,0,0,0,0,1,0,0,0,"17,8","2,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0",42,33,8,0,0,0,1,0,0,0,0,0,0,0,0,"23,3","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",36,0,0,0,0,6,4,0,6,0,4,4,5,3,4,"0,0","0,0","0,0","8,9","5,9","0,0","8,6","0,0","5,7","5,6","7,0","4,2","5,6",18,0,0,0,0,2,2,0,3,0,3,3,2,1,2,"0,0","0,0","0,0","6,1","6,0","0,0","8,8","0,0","8,7","8,6","5,7","2,8","5,7",18,0,0,0,0,4,2,0,3,0,1,1,3,2,2,"0,0","0,0","0,0","11,7","5,8","0,0","8,5","0,0","2,8","2,8","8,3","5,5","5,4"
313520 Januária,313520,Januária,51,27,20,4,0,27,16,2,5,0,0,0,0,0,3,0,1,0,0,0,"3,0","7,4","0,0","0,0","0,0","0,0","0,0","4,5","0,0","1,5","0,0","0,0","0,0",11,5,1,3,0,0,0,0,0,2,0,0,0,0,0,"3,0","8,8","0,0","0,0","0,0","0,0","0,0","6,0","0,0","0,0","0,0","0,0","0,0",16,11,1,2,0,0,0,0,0,1,0,1,0,0,0,"3,0","6,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","2,9","0,0","0,0","0,0",20,4,1,0,1,1,1,0,1,2,2,2,1,3,1,"1,5","0,0","1,5","1,5","1,5","0,0","1,5","3,0","3,0","3,0","1,5","4,4","1,5",6,3,0,0,0,0,0,0,0,1,0,1,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","3,0","0,0","3,0","0,0",14,1,1,0,1,1,1,0,1,1,2,1,1,2,1,"3,0","0,0","3,0","3,0","3,0","0,0","2,9","2,9","5,9","2,9","2,9","5,8","2,9"
313530 Japaraíba,313530,Japaraíba,4,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","47,2","0,0","0,0","0,0","0,0",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","91,6","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","23,8","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","46,2","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
313535 Japonvar,313535,Japonvar,5,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","11,8","0,0","0,0","11,7","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","23,9","0,0","0,0","23,8","0,0","0,0","0,0","0,0"
